0, 0
1, 0
2, 0
3, 1
4, 4
5, 4
6, 1
7, 2
8, 0
9, 1
10, 2
11, 1
12, 2
13, 1
14, 3
15, 0
16, 5
17, 2
18, 1
19, 2
20, 2
21, 1
22, 0
23, 0
24, 0
25, 1
26, 2
27, 0
28, 3
29, 2
30, 0
31, 5
32, 3
33, 1
34, 0
35, 1
36, 0
37, 3
38, 6
39, 2
40, 2
41, 1
42, 3
43, 0
44, 4
45, 3
46, 0
47, 2
48, 5
49, 5
50, 5
51, 5
52, 0
53, 3
54, 6
55, 3
56, 1
57, 4
58, 1
59, 2
60, 0
61, 3
62, 1
63, 8
64, 8
65, 7
66, 4
67, 2
68, 6
69, 4
70, 11
71, 5
72, 2
73, 6
74, 4
75, 4
76, 3
77, 3
78, 9
79, 4
80, 0
81, 4
82, 7
83, 6
84, 4
85, 3
86, 2
87, 3
88, 2
89, 2
90, 2
91, 3
92, 3
93, 2
94, 1
95, 0
96, 1
97, 3
98, 6
99, 0
100, 6
101, 3
102, 4
103, 4
104, 4
105, 2
106, 4
107, 6
108, 3
109, 7
110, 5
111, 5
112, 2
113, 5
114, 2
115, 4
116, 2
117, 4
118, 1
119, 5
120, 3
121, 3
122, 2
123, 1
124, 13
125, 4
126, 5
127, 5
128, 6
129, 7
130, 3
131, 4
132, 0
133, 2
134, 7
135, 2
136, 1
137, 0
138, 2
139, 8
140, 2
141, 1
142, 1
143, 0
144, 0
145, 2
146, 3
147, 0
148, 0
149, 0
150, 0
151, 5
152, 1
153, 0
154, 13
155, 2
156, 2
157, 7
158, 6
159, 1
160, 4
161, 2
162, 4
163, 4
164, 4
165, 1
166, 6
167, 1
168, 3
169, 9
170, 5
171, 7
172, 5
173, 2
174, 1
175, 1
176, 2
177, 6
178, 4
179, 3
180, 0
181, 2
182, 2
183, 4
184, 8
185, 9
186, 10
187, 5
188, 4
189, 4
190, 0
191, 0
192, 0
193, 3
194, 2
195, 3
196, 2
197, 5
198, 3
199, 0
200, 2
201, 2
202, 0
203, 3
204, 0
205, 3
206, 5
207, 4
208, 0
209, 4
210, 2
211, 1
212, 0
213, 5
214, 0
215, 1
216, 1
217, 3
218, 1
219, 7
220, 3
221, 0
222, 2
223, 3
224, 4
225, 2
226, 7
227, 2
228, 4
229, 1
230, 2
231, 4
232, 4
233, 6
234, 0
235, 5
236, 3
237, 3
238, 5
239, 6
240, 3
241, 2
242, 2
243, 2
244, 0
245, 6
246, 0
247, 2
248, 3
249, 6
250, 3
251, 2
252, 5
253, 3
254, 5
255, 4
256, 3
257, 5
258, 6
259, 11
260, 5
261, 2
262, 8
263, 1
264, 5
265, 1
266, 4
267, 8
268, 7
269, 4
270, 9
271, 3
272, 1
273, 9
274, 15
275, 16
276, 7
277, 7
278, 5
279, 7
280, 7
281, 12
282, 14
283, 15
284, 0
285, 6
286, 4
287, 5
288, 7
289, 5
290, 3
291, 7
292, 11
293, 2
294, 8
295, 7
296, 3
297, 4
298, 6
299, 7
300, 8
301, 10
302, 6
303, 5
304, 15
305, 7
306, 11
307, 9
308, 3
309, 3
310, 0
311, 4
312, 13
313, 6
314, 7
315, 11
316, 4
317, 1
318, 2
319, 8
320, 3
321, 0
322, 4
323, 4
324, 2
325, 1
326, 0
327, 3
328, 1
329, 1
330, 0
331, 2
332, 0
333, 3
334, 3
335, 8
336, 5
337, 2
338, 3
339, 6
340, 1
341, 3
342, 2
343, 6
344, 0
345, 7
346, 6
347, 4
348, 7
349, 0
350, 7
351, 4
352, 2
353, 0
354, 8
355, 6
356, 3
357, 11
358, 17
359, 1
360, 5
361, 5
362, 3
363, 4
364, 6
365, 7
366, 0
367, 3
368, 4
369, 3
370, 4
371, 10
372, 0
373, 3
374, 4
375, 1
376, 3
377, 8
378, 3
379, 7
380, 5
381, 2
382, 1
383, 1
384, 0
385, 1
386, 0
387, 1
388, 1
389, 0
390, 6
391, 3
392, 1
393, 4
394, 3
395, 4
396, 5
397, 4
398, 2
399, 0
400, 5
401, 7
402, 1
403, 2
404, 3
405, 2
406, 0
407, 3
408, 0
409, 3
410, 11
411, 6
412, 2
413, 1
414, 2
415, 2
416, 0
417, 0
418, 0
419, 0
420, 0
421, 0
422, 2
423, 0
424, 2
425, 1
426, 2
